rank,id,mallName,category,title,purchaseUrl,imageField,imageSourceHint,sourcingPriority,priorityReason,imageSearchUrl,batchWeek,sourceSafetyLevel,imageReadyGate,requiredProviderFields,operatorChecklist,requestTemplate
1,d011,SSG닷컴,식품,프리미엄 한우 불고기 600g,https://www.ssg.com/item/itemView.ssg?itemId=1000377767271,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,high,주간 보강 배치 상위 후보,https://search.shopping.naver.com/search/all?query=SSG%EB%8B%B7%EC%BB%B4%20%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84%20%ED%95%9C%EC%9A%B0%20%EB%B6%88%EA%B3%A0%EA%B8%B0%20600g%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,1,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"SSG닷컴 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
65,d121,쿠팡,생활용품,코멧 홈 물걸레 청소포 대형 리필 30매 10개,https://www.coupang.com/vp/products/4739246363,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%BD%94%EB%A9%A7%20%ED%99%88%20%EB%AC%BC%EA%B1%B8%EB%A0%88%20%EC%B2%AD%EC%86%8C%ED%8F%AC%20%EB%8C%80%ED%98%95%20%EB%A6%AC%ED%95%84%2030%EB%A7%A4%2010%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
66,d125,SSG닷컴,편의점/마트,노브랜드 김자반 60g,https://www.ssg.com/item/itemView.ssg?itemId=1000032939693,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=SSG%EB%8B%B7%EC%BB%B4%20%EB%85%B8%EB%B8%8C%EB%9E%9C%EB%93%9C%20%EA%B9%80%EC%9E%90%EB%B0%98%2060g%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"SSG닷컴 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
67,d126,쿠팡,생활용품,코멧 깨끗한 천연펄프 키친타월 150매 16개,https://www.coupang.com/vp/products/169280610?itemId=18366710784&vendorItemId=85510322367,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%BD%94%EB%A9%A7%20%EA%B9%A8%EB%81%97%ED%95%9C%20%EC%B2%9C%EC%97%B0%ED%8E%84%ED%94%84%20%ED%82%A4%EC%B9%9C%ED%83%80%EC%9B%94%20150%EB%A7%A4%2016%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
68,d129,SSG닷컴,생활용품,리벤스 오리지널 소프트 저자극 물티슈 캡형 100매 10팩,https://www.ssg.com/item/itemView.ssg?itemId=2097001847275,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=SSG%EB%8B%B7%EC%BB%B4%20%EB%A6%AC%EB%B2%A4%EC%8A%A4%20%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90%20%EC%86%8C%ED%94%84%ED%8A%B8%20%EC%A0%80%EC%9E%90%EA%B7%B9%20%EB%AC%BC%ED%8B%B0%EC%8A%88%20%EC%BA%A1%ED%98%95%20100%EB%A7%A4%2010%ED%8C%A9%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"SSG닷컴 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
69,d130,쿠팡,생활용품,국산 세이프크린 KF94 대형 마스크 100매,https://www.coupang.com/vp/products/8286305822,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EA%B5%AD%EC%82%B0%20%EC%84%B8%EC%9D%B4%ED%94%84%ED%81%AC%EB%A6%B0%20KF94%20%EB%8C%80%ED%98%95%20%EB%A7%88%EC%8A%A4%ED%81%AC%20100%EB%A7%A4%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
70,d131,쿠팡,식품,탐사 샘물 2L 24개,https://www.coupang.com/vp/products/7689270513?itemId=20877904748&vendorItemId=87945140914,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%ED%83%90%EC%82%AC%20%EC%83%98%EB%AC%BC%202L%2024%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
71,d134,SSG닷컴,식품,종가 알찬 포기김치 3.1kg,https://www.ssg.com/item/itemView.ssg?itemId=1000625953830,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=SSG%EB%8B%B7%EC%BB%B4%20%EC%A2%85%EA%B0%80%20%EC%95%8C%EC%B0%AC%20%ED%8F%AC%EA%B8%B0%EA%B9%80%EC%B9%98%203.1kg%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"SSG닷컴 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
72,d136,쿠팡,식품,코카콜라 제로콜라/스프라이트 제로 355ml 24캔,https://www.coupang.com/vp/products/5594587350,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%BD%94%EC%B9%B4%EC%BD%9C%EB%9D%BC%20%EC%A0%9C%EB%A1%9C%EC%BD%9C%EB%9D%BC%2F%EC%8A%A4%ED%94%84%EB%9D%BC%EC%9D%B4%ED%8A%B8%20%EC%A0%9C%EB%A1%9C%20355ml%2024%EC%BA%94%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,3,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
73,d138,SSG닷컴,식품,햇반 현미쌀밥 210g 36입,https://www.ssg.com/item/itemView.ssg?itemId=1000588225854,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=SSG%EB%8B%B7%EC%BB%B4%20%ED%96%87%EB%B0%98%20%ED%98%84%EB%AF%B8%EC%8C%80%EB%B0%A5%20210g%2036%EC%9E%85%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,4,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"SSG닷컴 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
74,d139,쿠팡,식품,닥터유 주머니쏙 단백질바 34g 12개,https://www.coupang.com/vp/products/7430740821?vendorItemId=70327608949,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EB%8B%A5%ED%84%B0%EC%9C%A0%20%EC%A3%BC%EB%A8%B8%EB%8B%88%EC%8F%99%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2034g%2012%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,4,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
